respondent_serial,respondent_id,country,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,levelsch,highestlevel,unisch,postgradsch,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,noofchildren,childage,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,q20_q211,q20_q212,q20_q213,q20_q214,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_education1,ban_education2,ban_education3,ban_education4,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_no_ofchildren,ban_age_youngest,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
1079,GEN24_1743,Singapore,1968,53,53,45-54 years old,Male,Employee (working full-time in private sector),-,None or Primary school,-,-,Transportation and Storage,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,2,18 to 21 years old,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Male,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1083,GEN24_1744,Singapore,1999,22,22,16-24 years old,Male,Full-time student,"University undergraduate (i.e., general/honours degree)",Junior College/Centralised Institute,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Neutral,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,-,-,No personal income,"$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Male,Low (below $3k),Medium ($4k to $9.9k),No,Yes,No,Yes,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
1086,GEN24_1745,Singapore,1963,58,58,55-64 years old,Female,Housewife / homemaker,-,Junior College/Centralised Institute,-,-,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,2,22 years or older,No personal income,"$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Female,Low (below $3k),Medium ($4k to $9.9k),No,Yes,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
1089,GEN24_1746,Singapore,1957,64,64,55-64 years old,Male,Employee (working part-time/casual),-,None or Primary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Neutral,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,Yes,4,22 years or older,"$1,000-$1,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Male,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - More than 3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1092,GEN24_1747,Singapore,1960,61,61,55-64 years old,Female,Employee (working part-time/casual),-,Secondary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Divorced / Widowed / Separated,Yes,3,22 years or older,"Below $1,000",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Female,Low (below $3k),-,Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Divorced/ Widowed/ Separated,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,Neutral,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1094,GEN24_1748,Singapore,2004,17,17,16-24 years old,Female,Full-time student,Secondary school,None or Primary school,-,-,Never worked before,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,2,3,Neutral,Agree,Strongly Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Single,No,-,-,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,16-24 yo,Female,Low (below $3k),-,Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,T2B,T2B,Neutral,T2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
1097,GEN24_1749,Singapore,1993,28,28,25-34 years old,Female,Employee (working full-time in private sector),-,ITE/Vocational Institute,-,-,Health and Social Services,"Senior Management (CEO, COO, Director & above, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,No - Expecting 1st child,-,-,"$2,000-$2,999",Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Female,Low (below $3k),-,No,Yes,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Married,No,No,Yes,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1099,GEN24_1750,Singapore,1993,28,28,25-34 years old,Female,"Unemployed, for more than 1 week but less than 6 months",-,"University undergraduate (i.e., general/honours degree)",Private Institution in Singapore that offers degrees from overseas universities,-,Financial and Insurance Activities,"Non-management (Clerical/ Technical staff, General Worker)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Single,No,-,-,No personal income,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,25-34 yo,Female,Low (below $3k),-,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,Neutral,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Harm_Care
1127,GEN24_1751,Singapore,1952,69,69,65 years old and above,Female,Housewife / homemaker,-,None or Primary school,-,-,Never worked before,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,2,22 years or older,No personal income,Prefer not to answer,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,-,-,-,-,65 yo +,Female,Low (below $3k),-,Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,-,-,-,-,-,-,-,-,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,Neutral,No,Yes,No,No,No,No,Yes,Fairness_Cheating
1132,GEN24_1752,Singapore,1971,50,50,45-54 years old,Male,Employee (working full-time in private sector),-,Secondary school,-,-,"Professional, Scientific and Technical Activities","Blue Collar Skilled (Technician, Taxi Driver, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,Yes,3,7 to 12 years old,"$3,000-$3,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Purity_Degradation
1138,GEN24_1753,Singapore,1992,29,29,25-34 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Other Service Activities,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Agree,Disagree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,-,-,"$3,000-$3,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Single,No,Yes,No,Yes,-,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",T2B,B2B,T2B,Neutral,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
1142,GEN24_1754,Singapore,1992,29,29,25-34 years old,Female,Employee (working full-time in private sector),-,"University postgraduate (e.g. MA, MSc., MBA, PhD)",-,Overseas Institutions outside Singapore,Construction,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,-,-,"$3,000-$3,999","$3,000-$3,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,25-34 yo,Female,Medium ($3k to $7.9k),Low (below $4k),No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,Neutral,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
1144,GEN24_1755,Singapore,1981,40,40,35-44 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Wholesale and Retail Trade,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,2,7 to 12 years old,"$4,000-$5,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,No,Yes,No,Yes,No,Purity_Degradation
1148,GEN24_1756,Singapore,1994,27,27,25-34 years old,Male,Employee (working full-time in public service),-,Polytechnic,-,-,Singapore Public Service/ Government employees,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",2,3,1,Strongly Disagree,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Single,No,-,-,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Male,Low (below $3k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",B2B,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Authority_Subversion
1154,GEN24_1757,Singapore,1984,37,37,35-44 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Financial and Insurance Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,1,1 to 6 years old,"$6,000-$7,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,35-44 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,1 child,1 to 6 years old,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,Neutral,T2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
1157,GEN24_1758,Singapore,1950,71,71,65 years old and above,Male,Retiree,-,Secondary school,-,-,Construction,"Non-management (Clerical/ Technical staff, General Worker)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",2,1,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Married,Yes,2,22 years or older,No personal income,Prefer not to answer,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,-,-,-,-,65 yo +,Male,Low (below $3k),-,Yes,No,No,No,-,-,-,-,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,Yes,No,Purity_Degradation
1160,GEN24_1759,Singapore,1993,28,28,25-34 years old,Male,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Health and Social Services,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",3,1,2,Neutral,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,-,-,Prefer not to answer,Prefer not to answer,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Male,-,-,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",Neutral,T2B,Neutral,Neutral,B2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1189,GEN24_1761,Singapore,1968,53,53,45-54 years old,Female,Employee (working full-time in private sector),-,Secondary school,-,-,Manufacturing,"Blue Collar Unskilled (Labourer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Neutral,Neutral,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,3,22 years or older,"$2,000-$2,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,45-54 yo,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",Neutral,Neutral,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Harm_Care
1192,GEN24_1762,Singapore,1981,40,40,35-44 years old,Male,Employee (working full-time in private sector),-,Polytechnic,-,-,Construction,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,2,7 to 12 years old,"$3,000-$3,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,-,-,-,-,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,Net - 2-3 children,7 to 12 years old,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1195,GEN24_1763,Singapore,1994,27,27,25-34 years old,Female,Employee (working full-time in private sector),-,"University undergraduate (i.e., general/honours degree)",Local University in Singapore,-,Health and Social Services,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Single,No,-,-,"$4,000-$5,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,25-34 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1196,GEN24_1764,Singapore,1996,25,25,25-34 years old,Female,Full-time student,"University undergraduate (i.e., general/honours degree)",Polytechnic,-,-,Never worked before,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Disagree,Neutral,Disagree,Neutral,People should have the right to say what they want without being punished for it (or face any consequences),2,Single,No,-,-,No personal income,"$2,000-$2,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,25-34 yo,Female,Low (below $3k),Low (below $4k),No,No,Yes,Yes,-,-,-,-,Yes,No,No,No,No,Yes,No,No,No,-,-,-,-,-,-,-,-,Single,No,Yes,No,Yes,-,-,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",B2B,Neutral,B2B,Neutral,B2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
1200,GEN24_1765,Singapore,1957,64,64,55-64 years old,Female,Housewife / homemaker,-,None or Primary school,-,-,Other Service Activities,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,3,22 years or older,No personal income,"$2,000-$2,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,-,-,-,-,55-64 yo,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,-,-,-,-,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,Net - 2-3 children,Net- 18 yo+,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Purity_Degradation
