respondent_serial,respondent_id,yearbornin_1_slice,yearbornin_1_slice1,ageofrespondent,indicateage,gender,occstatus,highestlevel,occupationindustry,occupation2,whichauthority,rankmostimptchild_1,rankmostimptchild_2,rankmostimptchild_3,livinginsg_1_slice,livinginsg_2_slice,livinginsg_3_slice,livinginsg_4_slice,vbc,sliderliberty_1_slice,maritialstatus,children,personalincome,hhi,socialnetwork_1_slice,socialnetwork_2_slice,socialnetwork_3_slice,socialnetwork_4_slice,socialnetwork_5_slice,socialnetwork_6_slice,socialnetwork_dp01,socialnetwork_dp02,socialnetwork_dp03,socialnetwork_dp04,socialnetwork_dp05,socialnetwork_dp06,socialnetwork_dp07,socialnetwork_dp08,socialnetwork_dp09,socialnetwork_dp10,ban_age,ban_gender,ban_personal_inc,ban_mhi,ban_q18_q191,ban_q18_q192,ban_q18_q193,ban_q18_q194,ban_occupation_status1,ban_occupation_status2,ban_occupation_status3,ban_occupation_status4,ban_occupation_status5,ban_occupation_status6,ban_occupation_status7,ban_occupation_status8,ban_occupation_status9,ban_occupation_role1,ban_occupation_role2,ban_occupation_role3,ban_occupation_role4,ban_occupation_role5,ban_occupation_role6,ban_occupation_role7,ban_occupation_role8,ban_marital,ban_children1,ban_children2,ban_children3,ban_children4,ban_q28,ban_q30_1,ban_q30_2,ban_q30_3,ban_q30_4,ban_q32,ban_q431,ban_q432,ban_q433,ban_q434,ban_q435,ban_q436,ban_q437,md_segment
61,GEN24_2907,1964,57,57,55-64 years old,Male,Employer (i.e. persons who operate own business WITH paid employees),Secondary school,Manufacturing,Business owner/ Sole proprietor/ Self-employed,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,3,2,Agree,Disagree,Disagree,Disagree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$3,000-$3,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,55-64 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,B2B,B2B,B2B,B2B,No,No,No,Yes,No,Yes,No,Purity_Degradation
104,GEN24_2908,1970,51,51,45-54 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Disagree,Neutral,Disagree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$4,000-$5,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,B2B,Neutral,B2B,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
110,GEN24_2909,1982,39,39,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Manufacturing,Middle Management (Department/ Functional Senior Manager or Manager),"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",1,3,2,Disagree,Agree,Disagree,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,Yes,"$3,000-$3,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,35-44 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Someone who possesses strong knowledge or expertise (e.g. teachers, professors, scholars)",B2B,T2B,B2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Harm_Care
256,GEN24_2911,1983,38,38,35-44 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Information and Communications,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Neutral,Disagree,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",1,Married,Yes,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,B2B,Neutral,B2B,No,No,No,Yes,No,Yes,No,Harm_Care
261,GEN24_2912,1990,31,31,25-34 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)","Professional, Scientific and Technical Activities","Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Disagree,Strongly Disagree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Single,No,"$3,000-$3,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,B2B,B2B,T2B,No,No,No,Yes,No,Yes,No,Harm_Care
355,GEN24_2916,1971,50,50,45-54 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Education,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Disagree,Disagree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",3,Married,Yes,"$4,000-$5,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,45-54 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,B2B,B2B,Neutral,No,No,Yes,No,No,No,Yes,Harm_Care
358,GEN24_2917,1966,55,55,55-64 years old,Male,Employer (i.e. persons who operate own business WITH paid employees),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,Business owner/ Sole proprietor/ Self-employed,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,3,2,Neutral,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,"$8,000- $9,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Male,High ($8k and above),High ($10k and above),No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,Neutral,T2B,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
366,GEN24_2919,1958,63,63,55-64 years old,Female,Retiree,Secondary school,Accommodation and Food Service Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Disagree,Agree,Disagree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Married,Yes,"$6,000-$7,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Medium ($3k to $7.9k),High ($10k and above),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,B2B,T2B,B2B,T2B,No,No,Yes,No,No,No,Yes,Harm_Care
371,GEN24_2920,1969,52,52,45-54 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Wholesale and Retail Trade,"Senior Management (CEO, COO, Director & above, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Disagree,Neutral,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",1,Married,Yes,"$10,000-$14,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,45-54 yo,Male,High ($8k and above),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,B2B,Neutral,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
375,GEN24_2921,1992,29,29,25-34 years old,Female,Employee (working full-time in private sector),Polytechnic,Accommodation and Food Service Activities,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Single,No,"$3,000-$3,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,25-34 yo,Female,Medium ($3k to $7.9k),High ($10k and above),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
414,GEN24_2923,1990,31,31,25-34 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Information and Communications,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Single,No,"$3,000-$3,999","$3,000-$3,999",No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,25-34 yo,Female,Medium ($3k to $7.9k),Low (below $4k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Single,No,Yes,No,Yes,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,B2B,No,No,No,No,Yes,No,Yes,Fairness_Cheating
418,GEN24_2924,1981,40,40,35-44 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Health and Social Services,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",3,1,2,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",4,Married,Yes,"$10,000-$14,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,35-44 yo,Female,High ($8k and above),High ($10k and above),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,Yes,No,No,No,Yes,Fairness_Cheating
671,GEN24_2926,1956,65,65,65 years old and above,Female,Retiree,Secondary school,Information and Communications,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Agree,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,No personal income,"$4,000-$5,999",Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,65 yo +,Female,Low (below $3k),Medium ($4k to $9.9k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,Yes,No,Harm_Care
673,GEN24_2927,1980,41,41,35-44 years old,Female,Employee (working full-time in private sector),Polytechnic,Education,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Neutral,Neutral,Neutral,Disagree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Divorced / Widowed / Separated,Yes,"$2,000-$2,999","$2,000-$2,999",No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,35-44 yo,Female,Low (below $3k),Low (below $4k),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Divorced/ Widowed/ Separated,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,Neutral,Neutral,B2B,T2B,No,No,Yes,No,No,Yes,No,Fairness_Cheating
674,GEN24_2928,1991,30,30,25-34 years old,Female,Employee (working full-time in public service),"University postgraduate (e.g. MA, MSc., MBA, PhD)",Singapore Public Service/ Government employees,"Professionals (Lawyer/Doctor/ Engineer, etc.)","Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",1,2,3,Agree,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Single,No,"$4,000-$5,999","$4,000-$5,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Single,No,Yes,No,Yes,"Someone who is my elder(s) (e.g. grandparents, parents, older siblings)",T2B,T2B,T2B,Neutral,T2B,No,No,No,Yes,No,Yes,No,Fairness_Cheating
676,GEN24_2929,1987,34,34,25-34 years old,Male,Employee (working full-time in private sector),Polytechnic,"Electricity, Gas, Steam and Air Conditioning Supply","Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,"$4,000-$5,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,25-34 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,T2B,T2B,T2B,No,No,No,Yes,No,Yes,No,Harm_Care
682,GEN24_2930,1953,68,68,65 years old and above,Male,Retiree,None or Primary school,Wholesale and Retail Trade,"Blue Collar Unskilled (Labourer, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,3,1,Agree,Neutral,Agree,Agree,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",2,Married,Yes,No personal income,"$3,000-$3,999",No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,65 yo +,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,T2B,T2B,B2B,No,Yes,No,No,No,No,Yes,Harm_Care
694,GEN24_2931,1970,51,51,45-54 years old,Female,Employee (working full-time in private sector),Polytechnic,Financial and Insurance Activities,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",3,Married,Yes,"$10,000-$14,999","$10,000-$14,999",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,45-54 yo,Female,High ($8k and above),High ($10k and above),No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,Neutral,Neutral,No,No,No,Yes,No,Yes,No,Fairness_Cheating
715,GEN24_2934,1986,35,35,35-44 years old,Male,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Information and Communications,"Junior Management (Department/ Functional Supervisors, Executives, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",2,1,3,Agree,Neutral,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",2,Married,Yes,"$4,000-$5,999","$6,000-$7,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,35-44 yo,Male,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,Neutral,Neutral,T2B,B2B,No,No,Yes,No,No,No,Yes,Harm_Care
737,GEN24_2937,1952,69,69,65 years old and above,Male,Retiree,None or Primary school,Construction,"Blue Collar Skilled (Technician, Taxi Driver, etc.)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Agree,Agree,Neutral,"People should be allowed to express their views or opinions, as long as they are able to back it up with facts and evide",4,Married,Yes,No personal income,"$1,000-$1,999",Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,65 yo +,Male,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,T2B,Neutral,T2B,No,No,Yes,No,No,No,Yes,Harm_Care
738,GEN24_2938,1951,70,70,65 years old and above,Female,Retiree,None or Primary school,Accommodation and Food Service Activities,"Non-management (Clerical/ Technical staff, General Worker)","Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Agree,Agree,Neutral,Agree,"People should be allowed to express their views or opinions, as long as it does not lead to social unrest",4,Married,Yes,No personal income,No household income,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,65 yo +,Female,Low (below $3k),Low (below $4k),Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",T2B,T2B,Neutral,T2B,T2B,No,Yes,No,No,No,No,Yes,Harm_Care
741,GEN24_2939,1966,55,55,55-64 years old,Female,Employee (working full-time in private sector),"University undergraduate (i.e., general/honours degree)",Financial and Insurance Activities,Middle Management (Department/ Functional Senior Manager or Manager),"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",1,2,3,Neutral,Agree,Agree,Agree,"People should be allowed to express their views or opinions, as long as it is done in a respectful manner",3,Married,Yes,"$4,000-$5,999","$8,000- $9,999",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,55-64 yo,Female,Medium ($3k to $7.9k),Medium ($4k to $9.9k),No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Married,Yes,No,No,No,"Representative(s) from official institutions (e.g. law enforcement, police officers, government authorities)",Neutral,T2B,T2B,T2B,Neutral,No,No,Yes,No,No,No,Yes,Harm_Care
